"Date","Category","Net worth","Assets","Real estate","Consumer durables","Corporate equities and mutual fund shares","Pension entitlements","Private businesses","Other assets","Liabilities","Home mortgages","Consumer credit","Other liabilities"
"1993:Q2","age55to70",8560430,9237080,2095758,519254,1453736,2206883,1073280,1888170,676650,490255,121610,64784
"1993:Q2","age40to55",8424375,9977560,2627865,768976,1131638,2643215,1217345,1588522,1553185,1195738,286839,70609
"1993:Q2","ageunder40",2792718,4346323,1611772,658604,336074,718049,390246,631578,1553606,1144591,391100,17914
"1993:Q3","age70plus",4888702,5004914,1371599,298200,541805,702008,391821,1699481,116213,73262,19260,23691
"1993:Q3","age55to70",8694977,9363263,2103593,528541,1522487,2249581,1073335,1885726,668286,474369,121943,71974
"1993:Q3","age40to55",8604413,10237099,2718185,779069,1204134,2680279,1249384,1606046,1632685,1259958,301469,71259
"1993:Q3","ageunder40",2821107,4389839,1638802,660068,343780,730413,390405,626371,1568732,1150429,399996,18307
"1993:Q4","age70plus",4942367,5065970,1406803,306399,535845,725724,380480,1710718,123603,76761,21694,25148
"1993:Q4","age55to70",8844047,9526334,2111601,535260,1614502,2280736,1082386,1901849,682287,484215,121258,76813
"1993:Q4","age40to55",8798733,10474882,2757490,793346,1284351,2717087,1292441,1630166,1676149,1279122,324830,72198
"1993:Q4","ageunder40",2838736,4434580,1645702,667073,355254,736850,389722,639978,1595844,1159080,418387,18376
"1994:Q1","age70plus",5254122,5380775,1536969,318227,572419,780796,426835,1745528,126653,81253,20658,24741
"1994:Q1","age55to70",8694389,9413546,2111839,529995,1460023,2289975,1061824,1959890,719157,524415,116379,78362
"1994:Q1","age40to55",8909275,10531666,2714500,805541,1257547,2735827,1324161,1694090,1622391,1215699,333314,73379
"1994:Q1","ageunder40",2705337,4345385,1620748,672273,333615,735939,393361,589449,1640048,1208101,413524,18422
"1994:Q2","age70plus",5624691,5758683,1573823,326238,680367,855695,504494,1818066,133992,86935,22654,24403
"1994:Q2","age55to70",8483497,9213986,2119855,536093,1317682,2289990,1037322,1913043,730489,537006,113583,79899
"1994:Q2","age40to55",8930555,10602924,2748151,818964,1241998,2750720,1326998,1716094,1672369,1242246,355001,75123
"1994:Q2","ageunder40",2683634,4338079,1628379,678253,304209,746100,396950,584187,1654446,1208434,427342,18670
"1994:Q3","age70plus",5750996,5886013,1530351,330033,740469,904750,534314,1846097,135017,87560,24199,23259
"1994:Q3","age55to70",8536140,9252477,2129924,550085,1301668,2314744,1037663,1918393,716336,522202,114336,79798
"1994:Q3","age40to55",9040442,10813423,2830202,831664,1278049,2789104,1336811,1747594,1772981,1320939,375885,76158
"1994:Q3","ageunder40",2719475,4373810,1657118,684718,292948,761238,391814,585974,1654335,1190348,445533,18454
"1994:Q4","age70plus",6044520,6191156,1540640,336579,818738,979404,597386,1918409,146636,92243,29111,25282
"1994:Q4","age55to70",8440423,9163255,2130297,556918,1210128,2293405,1024793,1947713,722831,526406,109467,86958
"1994:Q4","age40to55",9062024,10918356,2857867,841979,1275870,2793158,1344307,1805174,1856332,1367001,411108,78223
"1994:Q4","ageunder40",2691470,4362521,1677286,688687,269174,758036,387260,582078,1671051,1180291,471482,19278
"1995:Q1","age70plus",6197889,6340271,1557645,335153,899115,1012600,622047,1913710,142382,94251,24924,23207
"1995:Q1","age55to70",8608569,9342924,2144725,569255,1282670,2338363,1051057,1956855,734355,532167,116755,85433
"1995:Q1","age40to55",9259553,11128549,2883995,854938,1355003,2840918,1353200,1840495,1868995,1381741,407809,79445
"1995:Q1","ageunder40",2694509,4372616,1665733,701353,262365,789143,373851,580172,1678107,1183766,475058,19283
"1995:Q2","age70plus",6066821,6200722,1430395,332023,925204,1025986,609836,1877277,133901,87491,23913,22496
"1995:Q2","age55to70",8979695,9691129,2193260,585830,1409513,2407565,1099906,1995054,711433,499594,123963,87876
"1995:Q2","age40to55",9494385,11476618,3036663,860169,1449657,2904308,1376802,1849019,1982233,1481462,419895,80876
"1995:Q2","ageunder40",2733958,4419081,1664862,706297,262801,818192,347089,619841,1685124,1169756,495354,20014
"1995:Q3","age70plus",5898643,6034914,1364328,329129,930065,1025497,586891,1799004,136271,87905,23895,24471
"1995:Q3","age55to70",9464729,10179598,2243692,598813,1594769,2494043,1171312,2076970,714869,489650,129291,95928
"1995:Q3","age40to55",9760915,11836978,3151100,864864,1563682,2970792,1418288,1868252,2076063,1558203,434887,82973
"1995:Q3","ageunder40",2742436,4439418,1654018,712183,265409,848902,308014,650892,1696982,1154013,521526,21443
"1995:Q4","age70plus",6025590,6166963,1403388,333186,965685,1022914,571317,1870474,141374,86647,29936,24790
"1995:Q4","age55to70",9660028,10383270,2246119,606642,1745214,2549502,1161815,2073978,723242,496914,135071,91257
"1995:Q4","age40to55",10029413,12134381,3160497,880786,1678595,3052809,1446441,1915254,2104968,1552620,463144,89204
"1995:Q4","ageunder40",2826818,4573444,1679451,708641,302663,871530,353168,657991,1746627,1183744,540009,22874
"1996:Q1","age70plus",6091648,6238460,1464790,337574,968266,1016310,545846,1905674,146813,86305,28579,31929
"1996:Q1","age55to70",9837227,10599958,2262758,616538,1833944,2608293,1163274,2115151,762730,519826,143517,99387
"1996:Q1","age40to55",10288711,12379006,3172076,900091,1753711,3130914,1474683,1947530,2090295,1542164,458954,89178
"1996:Q1","ageunder40",2889643,4672299,1692868,708219,333171,890112,384147,663782,1782656,1230012,531157,21488
"1996:Q2","age70plus",6167326,6321313,1468065,341089,1005836,1028554,544080,1933689,153987,88600,31909,33478
"1996:Q2","age55to70",9947473,10715660,2270291,625894,1895152,2647497,1152186,2124639,768188,521957,148750,97481
"1996:Q2","age40to55",10421729,12580694,3208897,911224,1816299,3188237,1477002,1979036,2158965,1589424,474067,95473
"1996:Q2","ageunder40",2971253,4768036,1745323,700624,354625,903648,405994,657821,1796784,1231680,541853,23251
"1996:Q3","age70plus",6275224,6437781,1488743,346077,1033308,1040874,553126,1975654,162557,92510,35354,34693
"1996:Q3","age55to70",9978673,10759747,2286771,636946,1865580,2697628,1141803,2131018,781073,533873,152707,94494
"1996:Q3","age40to55",10482731,12696892,3238794,926478,1829400,3243240,1480099,1978881,2214160,1624287,489892,99982
"1996:Q3","ageunder40",3048576,4862599,1779826,695718,365271,919467,424140,678177,1814022,1238169,551895,23959
"1996:Q4","age70plus",6415194,6588063,1592638,343923,1086044,1030615,546018,1988824,172870,97816,37640,37414
"1996:Q4","age55to70",10290554,11121678,2307350,645110,1999242,2807166,1172143,2190667,831124,573821,163942,93362
"1996:Q4","age40to55",10729758,12923582,3211609,941588,1925920,3334603,1497493,2012368,2193823,1590283,502532,101008
"1996:Q4","ageunder40",3104042,4972778,1772280,697372,389965,965218,443358,704586,1868737,1276213,569764,22760
"1997:Q1","age70plus",6521064,6699148,1645745,347818,1113633,1048826,573978,1969148,178084,102902,34890,40291
"1997:Q1","age55to70",10292462,11155704,2334115,655563,1956210,2839746,1201686,2168385,863242,598243,169502,95498
"1997:Q1","age40to55",10832806,13022055,3216861,958786,1929249,3368918,1551396,1996845,2189249,1588686,492612,107951
"1997:Q1","ageunder40",3119899,4993198,1769268,694934,397114,974596,473396,683890,1873300,1290642,557171,25487
"1997:Q2","age70plus",6579692,6759157,1640209,330991,1247313,1064112,536856,1939676,179465,104300,31128,44037
"1997:Q2","age55to70",10962961,11855949,2371365,673196,2396724,2971812,1269202,2173650,892988,600959,193117,98912
"1997:Q2","age40to55",11242823,13474546,3281578,964897,2188967,3490009,1531192,2017902,2231723,1637319,481230,113173
"1997:Q2","ageunder40",3308397,5197896,1793260,697956,447834,1034117,484413,740317,1889499,1289346,572563,27591
"1997:Q3","age70plus",6615651,6802842,1625404,325468,1319500,1068379,523106,1940984,187191,106913,30718,49559
"1997:Q3","age55to70",11517126,12439001,2420174,690032,2685373,3101635,1317661,2224127,921875,614105,205689,102080
"1997:Q3","age40to55",11575764,13871738,3358901,977456,2361567,3589525,1551075,2033214,2295975,1699672,485026,111277
"1997:Q3","ageunder40",3429099,5334437,1797308,697104,487889,1077408,504123,770606,1905338,1296317,584372,24650
"1997:Q4","age70plus",6808038,7013065,1755546,325295,1337964,1082079,536445,1975736,205026,120285,33541,51200
"1997:Q4","age55to70",11628559,12608418,2466228,698359,2678811,3128668,1357415,2278936,979858,666387,211461,102011
"1997:Q4","age40to55",11700767,13984813,3347870,996479,2386935,3611908,1601365,2040256,2284046,1662772,500544,120730
"1997:Q4","ageunder40",3457137,5389093,1762628,697894,504033,1083793,534934,805810,1931956,1304794,598619,28544
"1998:Q1","age70plus",6813255,7020882,1784305,305955,1434890,1090788,487834,1917110,207627,127563,25727,54337
"1998:Q1","age55to70",12491083,13509162,2528073,719777,3143519,3291605,1469729,2356460,1018080,683040,231496,103543
"1998:Q1","age40to55",12243759,14550428,3433962,1008769,2647685,3745877,1630594,2083540,2306669,1708593,471404,126672
"1998:Q1","ageunder40",3675099,5591391,1765184,705635,563697,1145891,566992,843992,1916292,1290294,595415,30583
"1998:Q2","age70plus",6938440,7154511,1868099,302372,1471419,1107724,484991,1919906,216071,130275,27484,58311
"1998:Q2","age55to70",12761513,13818927,2586903,734377,3200390,3359724,1477575,2459957,1057414,711943,239940,105531
"1998:Q2","age40to55",12435575,14787377,3504592,1026369,2711401,3791069,1615909,2138038,2351802,1734661,487365,129776
"1998:Q2","ageunder40",3718814,5673502,1781096,704637,590562,1163859,589521,843827,1954688,1311259,612954,30475
"1998:Q3","age70plus",6932161,7151164,1783125,323810,1376466,1112644,560230,1994889,219002,126679,34647,57677
"1998:Q3","age55to70",12374325,13386444,2661958,746537,2617865,3329886,1403822,2626376,1012119,685832,226376,99911
"1998:Q3","age40to55",12200769,14726655,3697370,1043789,2451307,3730080,1652487,2151622,2525885,1866149,523904,135831
"1998:Q3","ageunder40",3675085,5608608,1826803,682634,562874,1130117,627344,778836,1933523,1286180,615791,31552
"1998:Q4","age70plus",6885937,7106010,1923044,298324,1450177,1098455,418769,1917241,220072,133716,28916,57441
"1998:Q4","age55to70",13456416,14553579,2715231,760322,3399336,3498593,1612649,2567447,1097163,736123,257612,103428
"1998:Q4","age40to55",13020840,15503671,3736148,1062333,2825671,4006878,1675547,2197093,2482831,1836928,508346,137556
"1998:Q4","ageunder40",3889058,5919039,1840277,712819,635890,1188810,583685,957558,2029981,1350675,646398,32908
"1999:Q1","age70plus",6947399,7162699,1897376,298562,1506680,1120770,430915,1908396,215300,129883,26136,59282
"1999:Q1","age55to70",13525987,14623599,2769499,767691,3392013,3519262,1664697,2510437,1097612,726059,264762,106792
"1999:Q1","age40to55",13330711,15869035,3869812,1076271,2824665,4138569,1658137,2301582,2538325,1898866,502602,136857
"1999:Q1","ageunder40",3855000,5916729,1889425,718783,628484,1193440,543671,942926,2061729,1381869,648899,30961
"1999:Q2","age70plus",7052437,7275959,1974246,293123,1600869,1137113,413084,1857523,223522,132480,24563,66479
"1999:Q2","age55to70",13970433,15123989,2832289,778044,3762717,3583179,1751216,2416544,1153555,755181,276789,121585
"1999:Q2","age40to55",13813311,16366339,3962922,1098948,3008270,4304101,1652102,2339996,2553028,1910509,504160,138360
"1999:Q2","ageunder40",3838466,5971152,1907254,734755,660888,1210584,511597,946074,2132686,1435029,666069,31588
"1999:Q3","age70plus",7343291,7573299,1946784,316828,1632259,1162717,544940,1969772,230008,132191,30618,67199
"1999:Q3","age55to70",13575355,14716010,2905770,782125,3414181,3535357,1719085,2359492,1140655,750946,267309,122400
"1999:Q3","age40to55",13834795,16519904,4140391,1122796,2849857,4339402,1702070,2365390,2685109,2010984,537400,136725
"1999:Q3","ageunder40",3763709,5926044,1962381,728985,626930,1176853,507609,923285,2162335,1457103,676568,28664
"1999:Q4","age70plus",7632744,7887954,2037818,293908,1854159,1198732,490015,2013322,255210,147738,26535,80937
"1999:Q4","age55to70",14800816,16024822,2967668,799600,4393849,3678107,1884440,2301157,1224006,784924,292297,146786
"1999:Q4","age40to55",14615888,17326852,4230727,1142509,3337121,4577026,1693982,2345488,2710964,2044766,527492,138706
"1999:Q4","ageunder40",4096773,6290809,1981243,755105,717019,1227889,487860,1121693,2194036,1457047,707299,29690
"2000:Q1","age70plus",7904643,8191600,2092326,297551,2004532,1247704,544841,2004646,286957,161411,25092,100454
"2000:Q1","age55to70",15285550,16553414,3068765,814478,4674639,3736787,1905795,2352950,1267864,790106,294937,182821
"2000:Q1","age40to55",15186029,17970052,4430144,1169520,3490661,4709422,1674499,2495806,2784023,2118970,524609,140445
"2000:Q1","ageunder40",4083959,6251363,2040230,766378,743771,1233592,471827,995564,2167404,1426245,709127,32032
"2000:Q2","age70plus",8217124,8508088,2181411,312372,2044414,1300711,647986,2021192,290964,167169,29530,94265
"2000:Q2","age55to70",14799975,16075253,3167205,823428,4208645,3706200,1871457,2298318,1275278,811483,292785,171010
"2000:Q2","age40to55",15174308,18045395,4612195,1198217,3292012,4752711,1664168,2526092,2871087,2176267,553215,141604
"2000:Q2","ageunder40",3975970,6185834,2099777,770695,708176,1207599,462884,936702,2209864,1454186,726240,29437
"2000:Q3","age70plus",8389543,8686960,2162282,323033,2072655,1327680,710892,2090418,297417,168152,34515,94750
"2000:Q3","age55to70",14945318,16212621,3271303,835189,4150510,3744865,1936110,2274644,1267303,801050,294721,171532
"2000:Q3","age40to55",15423205,18440020,4843014,1217814,3273026,4846373,1749816,2509977,3016815,2290424,585703,140688
"2000:Q3","ageunder40",4078617,6320330,2172957,772149,716066,1194001,473039,992117,2241713,1462185,752134,27394
"2000:Q4","age70plus",8692931,8991130,2316973,348168,1939668,1346341,805080,2234900,298199,171192,44594,82413
"2000:Q4","age55to70",14381745,15651665,3367635,835885,3409528,3696513,1916025,2426078,1269919,837707,282857,149355
"2000:Q4","age40to55",15289523,18359524,4971533,1247407,2898138,4844694,1814428,2583324,3070001,2284639,640819,144543
"2000:Q4","ageunder40",3935807,6257843,2203887,770297,659379,1142798,475946,1005536,2322036,1523246,772997,25793
"2001:Q1","age70plus",8816673,9111387,2507594,380150,1731571,1327705,849266,2315100,294714,175633,51036,68045
"2001:Q1","age55to70",14110663,15351421,3522033,833745,2875719,3641068,1889682,2589174,1240758,857813,260732,122213
"2001:Q1","age40to55",15327094,18455584,5242121,1272174,2588210,4822607,1890421,2640050,3128490,2310128,678555,139807
"2001:Q1","ageunder40",3852167,6190201,2311036,760664,623755,1069253,466516,958976,2338034,1557787,759401,20846
"2001:Q2","age70plus",8747422,9031889,2549020,376315,1748708,1317203,781023,2259619,284467,170181,47479,66807
"2001:Q2","age55to70",14859812,16136598,3626077,846895,3253975,3759908,2004873,2644869,1276786,876541,278832,121413
"2001:Q2","age40to55",15848579,19045493,5410537,1285062,2782515,4972827,1928207,2666345,3196915,2375580,684720,136615
"2001:Q2","ageunder40",3839925,6272308,2355245,770507,693072,1071087,440352,942046,2432384,1639897,773219,19267
"2001:Q3","age70plus",8734768,9064695,2547375,411364,1531350,1319884,854392,2400332,329928,182817,58197,88914
"2001:Q3","age55to70",14322498,15623870,3733034,845769,2554624,3705501,1952820,2832121,1301372,887052,252971,161349
"2001:Q3","age40to55",15486468,18880377,5601879,1300234,2369047,4925117,1983706,2700395,3393909,2506901,744311,142696
"2001:Q3","ageunder40",3708585,6123349,2421010,753947,627478,993656,428265,898995,2414765,1633730,758872,22163
"2001:Q4","age70plus",8839978,9137951,2635569,413828,1577789,1323518,749026,2438222,297973,166741,63771,67461
"2001:Q4","age55to70",15218966,16536337,3867035,872161,3108949,3892484,2043779,2751929,1317371,912811,280520,124040
"2001:Q4","age40to55",15928439,19295784,5674782,1308481,2683464,5017750,2005745,2605562,3367345,2491066,745748,130531
"2001:Q4","ageunder40",3864491,6437476,2476608,769790,682760,1004839,428862,1074618,2572985,1754317,801788,16880
"2002:Q1","age70plus",9055349,9376808,2752121,431856,1582262,1363250,763099,2484220,321459,186690,68213,66556
"2002:Q1","age55to70",15536999,16917678,4011907,884899,3128759,4039260,2044455,2808398,1380679,972492,286074,122114
"2002:Q1","age40to55",16027959,19427131,5742629,1310726,2705061,5038739,2018342,2611633,3399172,2538485,733275,127412
"2002:Q1","ageunder40",3875849,6452586,2527944,770791,662234,1000027,444917,1046673,2576737,1764741,795954,16042
"2002:Q2","age70plus",9227817,9575711,2851346,475291,1492016,1409714,860672,2486673,347894,202952,86483,58459
"2002:Q2","age55to70",15304277,16718695,4162550,890606,2705934,4038291,1955923,2965391,1414418,1039474,266067,108877
"2002:Q2","age40to55",15851348,19337866,5805514,1319118,2476231,4909248,2060582,2767172,3486518,2591482,776060,118976
"2002:Q2","ageunder40",3507352,6114509,2565141,757958,591129,933963,472178,794139,2607157,1805219,789034,12904
"2002:Q3","age70plus",9364212,9721447,2804410,521500,1314124,1458909,962563,2659941,357235,198405,105637,53193
"2002:Q3","age55to70",14776462,16173669,4325961,903496,2034684,4032091,1869899,3007539,1397206,1052581,244128,100497
"2002:Q3","age40to55",15305520,18955939,5969885,1324405,2075770,4766710,2109138,2710032,3650419,2712091,825511,112817
"2002:Q3","ageunder40",3380420,6038213,2647503,741368,488329,862157,499814,799042,2657793,1870542,776332,10919
"2002:Q4","age70plus",9546088,9907469,2799134,529351,1355073,1498594,939089,2786228,361381,199786,109971,51624
"2002:Q4","age55to70",15384772,16831551,4479038,928685,2242689,4209144,1946322,3025673,1446779,1076992,268734,101052
"2002:Q4","age40to55",15521003,19277659,6103547,1320764,2216873,4805366,2152080,2679028,3756656,2827477,822983,106196
"2002:Q4","ageunder40",3564456,6296668,2736892,747405,503957,866154,516121,926139,2732212,1926872,795320,10021
"2003:Q1","age70plus",9776742,10156378,2936930,551608,1312296,1534871,990157,2830517,379636,208819,114014,56803
"2003:Q1","age55to70",15488141,17019380,4630574,937295,2043907,4323003,1973000,3111600,1531239,1144254,275910,111074
"2003:Q1","age40to55",15447523,19216874,6144563,1317316,2106170,4761108,2216292,2671425,3769352,2848312,817320,103719
"2003:Q1","ageunder40",3470337,6266129,2785541,743374,465324,849559,547899,874432,2795791,2003946,781879,9967
"2003:Q2","age70plus",10026398,10445214,3011485,550302,1482751,1578148,964690,2857838,418816,218722,112015,88079
"2003:Q2","age55to70",16487421,18180833,4787978,964405,2582649,4570288,2081995,3193519,1693412,1210694,311192,171527
"2003:Q2","age40to55",15941488,19790136,6234628,1314303,2459437,4838681,2238521,2704567,3848647,2952399,796067,100181
"2003:Q2","ageunder40",3565282,6464277,2861337,757085,517046,885883,568034,874893,2898995,2082447,802656,13893
"2003:Q3","age70plus",10122035,10555363,2990730,565308,1531608,1610518,973471,2883728,433328,234021,119788,79519
"2003:Q3","age55to70",17066122,18794903,4955486,991077,2790263,4725403,2141577,3191098,1728781,1244577,325714,158490
"2003:Q3","age40to55",16062206,20089724,6401282,1314245,2598315,4823908,2286199,2665775,4027518,3131994,801030,94494
"2003:Q3","ageunder40",3679341,6602950,2960930,760240,529049,880643,595844,876245,2923609,2098059,813143,12407
"2003:Q4","age70plus",10407513,10836560,2994231,566375,1659819,1654866,943843,3017427,429047,232942,119818,76288
"2003:Q4","age55to70",18144130,19921183,5150784,1022652,3303925,4975528,2250691,3217602,1777054,1275209,357296,144548
"2003:Q4","age40to55",16552523,20676225,6589438,1314629,2910842,4888002,2303384,2669931,4123703,3230305,789141,104258
"2003:Q4","ageunder40",3852763,6883285,3012062,774010,569676,909899,621199,996439,3030522,2177488,836677,16357
"2004:Q1","age70plus",10932513,11379747,3146385,584243,1702710,1703841,968917,3273651,447234,242491,121697,83046
"2004:Q1","age55to70",19306789,21152810,5368825,1049562,3481731,5180656,2324693,3747343,1846020,1317409,369273,159339
"2004:Q1","age40to55",17131265,21312069,6782921,1322922,3035338,4894197,2371146,2905546,4180804,3307362,774944,98498
"2004:Q1","ageunder40",3958790,7029846,3145673,781031,577502,905383,667044,953214,3071056,2223739,830557,16759
"2004:Q2","age70plus",10971287,11442043,3119486,601050,1682735,1747937,1008772,3282062,470756,253599,127017,90140
"2004:Q2","age55to70",19721215,21616583,5587562,1081082,3395874,5371221,2446460,3734386,1895368,1340316,380948,174104
"2004:Q2","age40to55",17306646,21689812,7072461,1327901,3022202,4885827,2504552,2876868,4383167,3519713,770895,92558
"2004:Q2","ageunder40",4081272,7181763,3269996,785079,563955,896948,739914,925872,3100491,2247783,835679,17029
"2004:Q3","age70plus",11366206,11852743,3267451,622922,1709001,1805786,1093985,3353599,486537,263977,138499,84061
"2004:Q3","age55to70",20201896,22172465,5855863,1094326,3319577,5553401,2527935,3821363,1970569,1414046,387360,169162
"2004:Q3","age40to55",17649028,22110027,7333001,1328113,3029452,4852139,2622904,2944418,4460999,3594709,786844,79446
"2004:Q3","ageunder40",4033199,7233320,3316761,782475,550360,881718,824481,877524,3200121,2333892,852172,14057
"2004:Q4","age70plus",11886683,12395830,3363437,607453,1911930,1855314,1145157,3512539,509146,271663,133352,104131
"2004:Q4","age55to70",21186504,23296793,6065434,1133459,3745527,5748847,2683183,3920343,2110289,1490470,417038,202781
